number,name,name_full,personal_name,suffix,suffix_L,name_L,canonization,birth,DMY_birth,birth_place,start,DMY_start,end,DMY_end,age_start,age_end,tenure,notes,wiki
194,Benedict,Benedict XI,"Niccolò Boccasini, O.P.",11,Undecimus,BENEDICTVS,Blessed,1240-06-30T00:00:00Z,30/06/1240,"Treviso, Papal States",1303-10-22T00:00:00Z,22/10/1303,1304-07-07T00:00:00Z,07/07/1304,63,64,0.7076502732240440,"Motto: Illustra faciem Tuam super servum Tuum (""Let Your Face shine upon Your servant"")
Subject and later the sovereign of the Papal States. Member of the Dominican Order. Reverted Boniface VIII's Unam Sanctam.",https://en.wikipedia.org/wiki/Pope_John_XXII
195,Clement,Clement V,Raymond Bertrand de Gouth,5,Quintus,CLEMENS,NA,1264-06-30T00:00:00Z,30/06/1264,"Villandraut, Gascony, France",1305-06-05T00:00:00Z,05/06/1305,1314-04-20T00:00:00Z,20/04/1314,40,49,8.873972602739730,Born as a subject of the Kingdom of France. Pope at Avignon. Convened the Council of Vienne (1311–1312). Initiated the persecution of the Knights Templar with the bull Pastoralis Praeeminentiae under pressure from King Philip IV of France.,https://en.wikipedia.org/wiki/Pope_Benedict_XII
196,John,John XXII,Jacques d'Euse; Jacques Duèse,22,Vicesimus Secundu,IOANNES,NA,1244-06-30T00:00:00Z,30/06/1244,"Cahors, Quercy, France",1316-08-07T00:00:00Z,07/08/1316,1334-12-04T00:00:00Z,04/12/1334,72,90,18.326027397260300,"Born as a subject of the Kingdom of France. Pope at Avignon. Controversial for his views on the beatific vision. Opposed the Franciscan understanding of the poverty of Christ and his apostles, famously leading William of Ockham to write against unlimited papal power",https://en.wikipedia.org/wiki/Pope_Clement_VI
197,Benedict,Benedict XII,"Jacques Fournier, O.Cist.",12,Duodecimus,BENEDICTVS,NA,1280-06-30T00:00:00Z,30/06/1280,"Saverdun, County of Foix, France",1334-12-20T00:00:00Z,20/12/1334,1342-04-25T00:00:00Z,25/04/1342,54,61,7.345205479452060,Born as a subject of the Kingdom of France. Pope at Avignon. Member of the Order of Cistercians. Known for issuing the Apostolic constitution Benedictus Deus (1336). A careful pope who reformed monastic orders and opposed nepotism.,https://en.wikipedia.org/wiki/Pope_Innocent_VI
198,Clement,Clement VI,"Pierre Roger, O.S.B.",6,Sextus,CLEMENS,NA,1291-06-30T00:00:00Z,30/06/1291,"Maumont, Limousin, France",1342-05-07T00:00:00Z,07/05/1342,1352-12-06T00:00:00Z,06/12/1352,50,61,10.583561643835600,Born as a subject of the Kingdom of France. Pope at Avignon. Reigned during the Black Death and absolved those who died of it of their sins.,https://en.wikipedia.org/wiki/Pope_Urban_V
199,Innocent,Innocent VI,Étienne Aubert,6,Sextus,INNOCENTIVS,NA,1282-06-30T00:00:00Z,30/06/1282,"Les Monts, Limousin, France",1352-12-18T00:00:00Z,18/12/1352,1362-09-12T00:00:00Z,12/09/1362,70,80,9.734246575342470,Born as a subject of the Kingdom of France. Pope at Avignon. Through his exertions the Treaty of Brétigny (1360) was brought about.,https://en.wikipedia.org/wiki/Pope_Gregory_XI
200,Urban,Urban V,"Guillaume (de) Grimoard, O.S.B.",5,Quintus,VRBANVS,Blessed,1309-06-30T00:00:00Z,30/06/1309,"Grizac, Languedoc, France",1362-09-28T00:00:00Z,28/09/1362,1370-12-19T00:00:00Z,19/12/1370,53,61,8.224657534246580,Born as a subject of the Kingdom of France. Pope at Avignon. Member of the Order of Saint Benedict. Reformed areas of education and sent missionary movements across Europe and Asia. His pontificate witnessed the Alexandrian and Savoyard crusades.,https://en.wikipedia.org/wiki/Pope_Urban_VI
201,Gregory,Gregory XI,Pierre Roger de Beaufort,11,Undecimus,GREGORIVS,NA,1329-06-30T00:00:00Z,30/06/1329,"Maumont, Limousin, France",1370-12-30T00:00:00Z,30/12/1370,1378-03-27T00:00:00Z,27/03/1378,41,48,7.238356164383560,Born as a subject of the Kingdom of France. Pope at Avignon; returns to Rome. The last French pope.,https://en.wikipedia.org/wiki/Pope_Boniface_IX
202,Urban,Urban VI,Bartolomeo Prignano,6,Sextus,VRBANVS,NA,1318-06-30T00:00:00Z,30/06/1318,"Naples, Kingdom of Naples",1378-04-08T00:00:00Z,08/04/1378,1389-10-15T00:00:00Z,15/10/1389,59,71,11.520547945205500,Born as a subject of the Kingdom of Naples. Western Schism. Last pontiff to be elected outside the College of Cardinals.,https://en.wikipedia.org/wiki/Pope_Innocent_VII
203,Boniface,Boniface IX,Pietro Tomacelli Cybo,9,Nonus,BONIFATIVS,NA,1348-06-30T00:00:00Z,30/06/1348,"Naples, Kingdom of Naples",1389-11-02T00:00:00Z,02/11/1389,1404-10-01T00:00:00Z,01/10/1404,41,56,14.912568306010900,Born as a subject of the Kingdom of Naples. Western Schism.,https://en.wikipedia.org/wiki/Pope_Gregory_XII
204,Innocent,Innocent VII,Cosimo Gentile Migliorati,7,Septimus,INNOCENTIVS,NA,1336-06-30T00:00:00Z,30/06/1336,"Sulmona, Kingdom of Naples",1404-10-17T00:00:00Z,17/10/1404,1406-11-06T00:00:00Z,06/11/1406,68,70,2.0547945205479500,Born as a subject of the Kingdom of Naples. Reigned during the Western Schism.,https://en.wikipedia.org/wiki/Pope_Martin_V
205,Gregory,Gregory XII,Angelo Correr,12,Duodecimus,GREGORIVS,NA,1327-06-30T00:00:00Z,30/06/1327,"Venice, Republic of Venice",1406-11-30T00:00:00Z,30/11/1406,1415-07-04T00:00:00Z,04/07/1415,79,88,8.591780821917810,Born as a citizen of the Republic of Venice. Reigned during the Western Schism. Abdicated.,https://en.wikipedia.org/wiki/Pope_Eugene_IV
206,Martin,Martin V,"Oddone Colonna, O.F.S",5,Quintus,MARTINVS,NA,1369-06-30T00:00:00Z,30/06/1369,"Genazzano, Papal States",1417-11-11T00:00:00Z,11/11/1417,1431-02-20T00:00:00Z,20/02/1431,48,61,13.276712328767100,Subject and later the sovereign of the Papal States. His election effectively ended the Western Schism (1378–1417). Convened the Council of Basel (1431). Initiated the Hussite Wars.,https://en.wikipedia.org/wiki/Pope_Nicholas_V
207,Eugene,Eugene IV,"Gabriele Condulmer, O.S.A.",4,Quartus,EVGENIVS,NA,1383-06-30T00:00:00Z,30/06/1383,"Venice, Republic of Venice",1431-03-03T00:00:00Z,03/03/1431,1447-02-23T00:00:00Z,23/02/1447,47,63,15.978082191780800,"Born as a citizen of the Republic of Venice. Member of the Augustinian Order. Nephew of Gregory XII. Crowned Emperor Sigismund at Rome in 1433. Transferred the Council of Basel to Ferrara. It was later transferred again, to Florence, because of the Bubonic plague. Issued the bull ""Creator Omnium"", rescinding any recognition of Portugal's right to conquer the Canary Islands, still pagan. He excommunicated anyone who enslaved newly converted Christians, the penalty to stand until the captives were restored to their liberty and possessions.",https://en.wikipedia.org/wiki/Pope_Callixtus_III
208,Nicholas,Nicholas V,Tommaso Parentucelli,5,Quintus,NICOLAVS,NA,1397-11-13T00:00:00Z,13/11/1397,"Sarzana, Republic of Genoa, Holy Roman Empire",1447-03-06T00:00:00Z,06/03/1447,1455-03-24T00:00:00Z,24/03/1455,49,57,8.049180327868850,Born as a citizen of the Republic of Genoa. Held the Jubilee of 1450. Crowned Emperor Frederick III at Rome (1452). Issued the bull Dum Diversas allowing Portugal's right to conquer and subjugate Saracens and pagans (1452). Created a library in the Vatican which would eventually become the Bibliotheca Apostolica Vaticana.,https://en.wikipedia.org/wiki/Pope_Pius_II
209,Callixtus,Callixtus III,Alfonso de Borja,3,Tertius,CALLISTVS,NA,1378-12-31T00:00:00Z,31/12/1378,"Xàtiva, Kingdom of Valencia, Crown of Aragon",1455-04-08T00:00:00Z,08/04/1455,1458-08-06T00:00:00Z,06/08/1458,76,79,3.328767123287670,"Born as a subject of the Kingdom of Valencia (and therefore subject to the monarch of the Crown of Aragon). The first Spanish (Valencian) pope. Ordered the Feast of the Transfiguration to be celebrated on 6 August. Ordered the retrial of Joan of Arc, in which she was vindicated.  Appointed two nephews as cardinals, one of whom became Pope Alexander VI.",https://en.wikipedia.org/wiki/Pope_Paul_II
210,Pius,Pius II,Enea Silvio Piccolomini,2,Secundus,PIVS,NA,1405-10-18T00:00:00Z,18/10/1405,"Corsignano, Republic of Siena, Holy Roman Empire",1458-08-19T00:00:00Z,19/08/1458,1464-08-15T00:00:00Z,15/08/1464,52,58,5.989071038251370,Citizen of the Republic of Siena. Displayed a great interest in urban planning. Founded Pienza near Siena as the ideal city in 1462. Known for his work on the Commentaries.,https://en.wikipedia.org/wiki/Pope_Sixtus_IV
211,Paul,Paul II,Pietro Barbo,2,Secundus,PAVLVS,NA,1417-02-23T00:00:00Z,23/02/1417,"Venice, Republic of Venice",1464-08-30T00:00:00Z,30/08/1464,1471-07-26T00:00:00Z,26/07/1471,47,54,6.904109589041100,Citizen of the Republic of Venice. The nephew of Eugene IV. Built the Palazzo San Marco (now Palazzo Venezia). Approved the introduction of printing in the Papal States.,https://en.wikipedia.org/wiki/Pope_Innocent_VIII
212,Sixtus,Sixtus IV,"Francesco della Rovere, O.F.M.",4,Quartus,SYXTVS,NA,1414-07-21T00:00:00Z,21/07/1414,"Celle Ligure, Republic of Genoa, Holy Roman Empire",1471-08-09T00:00:00Z,09/08/1471,1484-08-12T00:00:00Z,12/08/1484,57,70,13.008219178082200,"Citizen of the Republic of Genoa. Member of the Franciscan Order. Commissioned the Sistine Chapel and created the Vatican Archives. Authorized the Spanish Inquisition targeting converted Jewish Christians in Spain at the request of the Catholic Monarchs of Spain. A patron of the arts, he brought together the group of artists who ushered the Early Renaissance into Rome with the first masterpieces of the city's new artistic age. Noted for his nepotism and involved in the Pazzi conspiracy.",https://en.wikipedia.org/wiki/Pope_Alexander_VI
213,Innocent,Innocent VIII,Giovanni Battista Cybo,8,Octavus,INNOCENTIVS,NA,1432-06-30T00:00:00Z,30/06/1432,"Genoa, Republic of Genoa, Holy Roman Empire",1484-08-29T00:00:00Z,29/08/1484,1492-07-25T00:00:00Z,25/07/1492,52,60,7.904371584699450,Citizen of the Republic of Genoa. Appointed Tomás de Torquemada. Endorsed the prosecution of witchcraft in the bull Summis desiderantes affectibus (1484).,https://en.wikipedia.org/wiki/Pope_Pius_III
214,Alexander,Alexander VI,Roderic Llançol i de Borja,6,Sextus,ALEXANDER,NA,1431-01-01T00:00:00Z,01/01/1431,"Xàtiva, Kingdom of Valencia, Crown of Aragon",1492-08-11T00:00:00Z,11/08/1492,1503-08-18T00:00:00Z,18/08/1503,61,72,11.019125683060100,"Born as a subject of the Kingdom of Valencia (and therefore subject to the monarch of the Crown of Aragon). Spanish (Valencian); Nephew of Callixtus III; father to Cesare Borgia and Lucrezia Borgia. Divided the extra-European world between Spain and Portugal in the bull Inter caetera (1493). Considered one of the most controversial of the Renaissance popes, partly because he acknowledged fathering several children by his mistresses. As a result, his Italianized Valencian surname, Borgia, became a byword for libertinism and nepotism, which are traditionally considered as characterizing his pontificate",https://en.wikipedia.org/wiki/Pope_Julius_II
215,Pius,Pius III,Francesco Todeschini Piccolomini,3,Tertius,PIVS,NA,1439-05-29T00:00:00Z,29/05/1439,"Siena, Republic of Siena, Holy Roman Empire",1503-09-22T00:00:00Z,22/09/1503,1503-10-18T00:00:00Z,18/10/1503,64,64,0.07103825136612020,Born as a citizen of the Republic of Siena. Nephew of Pius II. Founded the Piccolomini Library in the Siena Cathedral.,https://en.wikipedia.org/wiki/Pope_Leo_X
216,Julius,Julius II,"Giuliano della Rovere, O.F.M.",2,Secundus,IVLIVS,NA,1443-12-05T00:00:00Z,05/12/1443,"Albisola, Republic of Genoa, Holy Roman Empire",1503-10-31T00:00:00Z,31/10/1503,1513-02-21T00:00:00Z,21/02/1513,59,69,9.30958904109589,"Born as a citizen of the Republic of Genoa. Nicknamed the 'Warrior Pope' or the 'Fearsome Pope'. Nephew of Sixtus IV; convened the Fifth Council of the Lateran (1512). Took control of all the Papal States for the first time. Became Pope in the context of the Italian Wars, a period in which the major powers of Europe fought for primacy in the Italian peninsula. Established the Vatican Museums and initiated the rebuilding of the St. Peter's Basilica. The same year he organized the famous Swiss Guard for his personal protection and commanded a successful campaign in Romagna against local lords. The interests of Julius II lay also in the New World as he ratified the Treaty of Tordesillas, establishing the first bishoprics in the Americas and beginning the catholicization of Latin America. In 1508, he commissioned the Raphael Rooms and Michelangelo's paintings in the Sistine Chapel.
Julius II was described by Machiavelli in his works as the ideal prince. Pope Julius II allowed people seeking indulgences to donate money to the Church which would be used for the construction of Saint Peter's Basilica.",https://en.wikipedia.org/wiki/Pope_Adrian_VI
217,Leo,Leo X,Giovanni di Lorenzo de' Medici,10,Decimus,LEO,NA,1475-12-11T00:00:00Z,11/12/1475,"Florence, Republic of Florence, Holy Roman Empire",1513-03-09T00:00:00Z,09/03/1513,1521-12-01T00:00:00Z,01/12/1521,37,45,8.731506849315070,"Citizen of the Republic of Florence. Son of Lorenzo the Magnificent. Closed the Fifth Council of the Lateran. Remembered for granting indulgences to those who donated to rebuild St. Peter's Basilica; excommunicated Martin Luther (1521). Extended the Spanish Inquisition into Portugal. Borrowed and spent money without circumspection and was a significant patron of the arts. Under his reign, progress was made on the rebuilding of St. Peter's Basilica and artists such as Raphael decorated the Vatican rooms. Leo also reorganized the Roman University, and promoted the study of literature, poetry and antiquities. The last pope to not have been in priestly orders at the time of his election to the papacy.",https://en.wikipedia.org/wiki/Pope_Clement_VII
218,Adrian,Adrian VI,Adriaan Floriszoon Boeyens,6,Sextus,HADRIANVS,NA,1459-03-02T00:00:00Z,02/03/1459,"Utrecht, Bishopric of Utrecht, Holy Roman Empire (now Netherlands)",1522-01-09T00:00:00Z,09/01/1522,1523-09-14T00:00:00Z,14/09/1523,62,64,1.6794520547945200,"Motto: Patere et sustine (""Respect and wait"")
Born as a subject of the Bishopric of Utrecht. The only Dutch pope; last non-Italian to be elected pope until John Paul II in 1978. Tutor of Emperor Charles V. Came to the papacy in the midst of one of its greatest crises, threatened not only by Lutheranism to the north but also by the advance of the Ottoman Turks to the east. He refused to compromise with Lutheranism theologically, demanding Luther's condemnation as a heretic. However, he is noted for having attempted to reform the Catholic Church administratively in response to the Protestant Reformation. Adrian's remarkable admission that the turmoil of the Church was the fault of the Roman Curia itself was read at the 1522–1523 Diet of Nuremberg.
His efforts at reform, however, proved fruitless, as they were resisted by most of his Renaissance ecclesiastical contemporaries, and he did not live long enough to see his efforts through to their conclusion.",https://en.wikipedia.org/wiki/Pope_Paul_III
219,Clement,Clement VII,Giulio di Giuliano de' Medici,7,Septimus,CLEMENS,NA,1478-05-26T00:00:00Z,26/05/1478,"Florence, Republic of Florence, Holy Roman Empire",1523-11-26T00:00:00Z,26/11/1523,1534-09-25T00:00:00Z,25/09/1534,45,56,10.830136986301400,"Motto: Candor illæsus (""Unharmed candor"")
Citizen of the Republic of Florence. Cousin of Leo X. Rome sacked by imperial troops (1527). Forbade the divorce of Henry VIII; crowned Charles V as emperor at Bologna (1530). Commissioned Michelangelo's painting of The Last Judgment in the Sistine Chapel (1533). Approved Copernicus' heliocentric universe theory (1533). 
The niece of the pope was married to the future Henry II of France (1533). Recognized the Order of Friars Minor Capuchin (Capuchins).",https://en.wikipedia.org/wiki/Pope_Julius_III
220,Paul,Paul III,Alessandro Farnese,3,Tertius,PAVLVS,NA,1468-02-29T00:00:00Z,29/02/1468,"Canino, Lazio, Papal States",1534-10-13T00:00:00Z,13/10/1534,1549-11-10T00:00:00Z,10/11/1549,66,81,15.076712328767100,Subject and later the sovereign of the Papal States. Opened the Council of Trent (1545). His illegitimate son became the first duke of Parma. Decreed the second and final excommunication of King Henry VIII of England. Appointed Michelangelo to supervise construction of St. Peter's Basilica (1546). Recognized the Order of the Society of Jesus (Jesuits).,https://en.wikipedia.org/wiki/Pope_Marcellus_II
221,Julius,Julius III,Giovanni Maria Ciocchi del Monte,3,Tertius,IVLIVS,NA,1487-09-10T00:00:00Z,10/09/1487,"Rome, Lazio, Papal States",1550-02-07T00:00:00Z,07/02/1550,1555-03-29T00:00:00Z,29/03/1555,62,67,5.136986301369860,Subject and later the sovereign of the Papal States. Established the Collegium Germanicum (1552). Reconvened the Council of Trent. The Innocenzo Scandal.,https://en.wikipedia.org/wiki/Pope_Paul_IV
222,Marcellus,Marcellus II,Marcello Cervini degli Spannochi,2,Secundus,MARCELLVS,NA,1501-05-06T00:00:00Z,06/05/1501,"Montefano, Marche, Papal States",1555-04-09T00:00:00Z,09/04/1555,1555-05-01T00:00:00Z,01/05/1555,53,53,0.060109289617486300,Subject and later the sovereign of the Papal States. The last to use his birth name as the regnal name. Instituted immediate economies in Vatican expenditures. The Missa Papae Marcelli composed in his honour.,https://en.wikipedia.org/wiki/Pope_Pius_IV
223,Paul,Paul IV,"Giovanni Pietro Carafa, C.R.",4,Quartus,PAVLVS,NA,1476-06-28T00:00:00Z,28/06/1476,"Capriglia Irpina, Campania, Kingdom of Naples",1555-05-23T00:00:00Z,23/05/1555,1559-08-18T00:00:00Z,18/08/1559,78,83,4.237704918032790,"Motto: Dominus mihi adjutor (""The Lord is my helper"")
Born as a subject of the Kingdom of Naples. Founder and member of the Theatines. Established the Roman Ghetto in Cum Nimis Absurdum (1555) and established the Index of Forbidden Books. Ordered Michelangelo to repaint the nudes of The Last Judgment modestly.",https://en.wikipedia.org/wiki/Pope_Pius_V
224,Pius,Pius IV,Giovanni Angelo Medici,4,Quartus,PIVS,NA,1499-03-31T00:00:00Z,31/03/1499,"Milan, Duchy of Milan, Holy Roman Empire",1559-12-26T00:00:00Z,26/12/1559,1565-12-09T00:00:00Z,09/12/1565,60,66,5.953424657534250,Born as a subject of the Duchy of Milan. Reopened and closed the Council of Trent. Ordered public construction to improve the water supply of Rome. Instituted the Tridentine Creed.,https://en.wikipedia.org/wiki/Pope_Gregory_XIII
225,Pius,Pius V,"Antonio Ghislieri, O.P.",5,Quintus,PIVS,Saint,1504-01-17T00:00:00Z,17/01/1504,"Bosco, Piedmont, Duchy of Milan, Holy Roman Empire",1566-01-07T00:00:00Z,07/01/1566,1572-05-01T00:00:00Z,01/05/1572,61,68,6.314207650273220,"Motto: Utinam dirigantur viæ meæ ad custodiendas (""O that my ways may be steadfast in keeping thy statutes"")
Born as a subject of the Duchy of Milan. Member of the Dominican Order. Excommunicated Queen Elizabeth I of England (1570). Battle of Lepanto (1571); instituted the feast of Our Lady of Victory. Issued the 1570 Roman Missal.",https://en.wikipedia.org/wiki/Pope_Sixtus_V
226,Gregory,Gregory XIII,Ugo Boncompagni,13,Vicesimus,GREGORIVS,NA,1502-01-07T00:00:00Z,07/01/1502,"Bologna, Emilia-Romagna, Papal States",1572-05-13T00:00:00Z,13/05/1572,1585-04-10T00:00:00Z,10/04/1585,70,83,12.90958904109590,"Motto: Aperuit et clausit (""Opened and closed"")
Subject and later the sovereign of the Papal States. Reformed the calendar (1582); built the Gregorian Chapel in the Vatican. The first pope to bestow the Immaculate Conception as patroness to the Philippine Islands through the bull Ilius Fulti Præsido (1579). Strengthened diplomatic ties with Asian nations.",https://en.wikipedia.org/wiki/Pope_Urban_VII
227,Sixtus,Sixtus V,"Felice Peretti di Montalto, O.F.M. Conv.",5,Quintus,SYXTVS,NA,1521-12-13T00:00:00Z,13/12/1521,"Grottammare, Marche, Papal States",1585-04-24T00:00:00Z,24/04/1585,1590-08-27T00:00:00Z,27/08/1590,63,68,5.342465753424660,Subject and later the sovereign of the Papal States. Member of the Conventual Franciscan Order. Known for fixing and completing building works to major basilicas in Rome. Limited the College of Cardinals to 70 in number; doubled the number of curial congregations.,https://en.wikipedia.org/wiki/Pope_Gregory_XIV
228,Urban,Urban VII,Giovanni Battista Castagna,7,Septimus,VRBANVS,NA,1521-08-04T00:00:00Z,04/08/1521,"Rome, Lazio, Papal States",1590-09-15T00:00:00Z,15/09/1590,1590-09-27T00:00:00Z,27/09/1590,69,69,0.03287671232876710,"Subject and later the sovereign of the Papal States. Supported by the Spanish. Shortest-reigning pope; died before coronation. Set the first known worldwide smoking ban, banning smoking in and near all churches.",https://en.wikipedia.org/wiki/Pope_Innocent_IX
229,Gregory,Gregory XIV,Niccolò Sfondrati,14,Tricesimus,GREGORIVS,NA,1535-02-11T00:00:00Z,11/02/1535,"Somma Lombardo, Lombardy, Duchy of Milan, Holy Roman Empire",1590-12-05T00:00:00Z,05/12/1590,1591-10-16T00:00:00Z,16/10/1591,55,56,0.863013698630137,Born as a subject of the Duchy of Milan. Modified the constitution Effraenatam of Sixtus V so that the penalty for abortion did not apply until the foetus became animated (1591). Made gambling on papal elections punishable by excommunication.,https://en.wikipedia.org/wiki/Pope_Clement_VIII
230,Innocent,Innocent IX,Giovanni Antonio Facchinetti,9,Nonus,INNOCENTIVS,NA,1519-07-20T00:00:00Z,20/07/1519,"Bologna, Emilia-Romagna, Papal States",1591-10-29T00:00:00Z,29/10/1591,1591-12-30T00:00:00Z,30/12/1591,72,72,0.16939890710382500,Subject and later the sovereign of the Papal States. Supported the cause of King Philip II of Spain and the Catholic League against King Henry IV of France in the French Wars of Religion. Prohibited the alienation of church property.,https://en.wikipedia.org/wiki/Pope_Leo_XI
231,Clement,Clement VIII,Ippolito Aldobrandini,8,Octavus,CLEMENS,NA,1536-02-24T00:00:00Z,24/02/1536,"Fano, Marche, Papal States",1592-01-30T00:00:00Z,30/01/1592,1605-03-03T00:00:00Z,03/03/1605,55,69,13.087671232876700,Subject and later the sovereign of the Papal States. Initiated an alliance of European Christian powers to partake in the war with the Ottoman Empire known as The Long War (1595). Convened the Congregatio de Auxiliis which addressed doctrinal disputes between the Dominicans and Jesuits regarding free will and divine grace.,https://en.wikipedia.org/wiki/Pope_Paul_V
232,Leo,Leo XI,Alessandro Ottaviano de' Medici,11,Undecimus,LEO,NA,1535-06-02T00:00:00Z,02/06/1535,"Florence, Duchy of Florence, Holy Roman Empire",1605-04-01T00:00:00Z,01/04/1605,1605-04-27T00:00:00Z,27/04/1605,69,69,0.07123287671232880,"Born as a subject of the Duchy of Florence. The great-nephew of Leo X. Called ""Papa Lampo"" (Lightning Pope) for his brief pontificate.",https://en.wikipedia.org/wiki/Pope_Gregory_XV
233,Paul,Paul V,Camillo Borghese,5,Quintus,PAVLVS,NA,1550-09-17T00:00:00Z,17/09/1550,"Rome, Lazio, Papal States",1605-05-16T00:00:00Z,16/05/1605,1621-01-28T00:00:00Z,28/01/1621,54,70,15.704109589041100,"Motto: Absit nisi in te gloriari (""May it be absent, except to glory in you"")
Subject and later the sovereign of the Papal States. Known for various building projects which included the facade of St Peter's Basilica. Established the Bank of the Holy Spirit (1605); restored the Aqua Traiana.",https://en.wikipedia.org/wiki/Pope_Urban_VIII
234,Gregory,Gregory XV,Alessandro Ludovisi,15,Centensimus,GREGORIVS,NA,1554-01-09T00:00:00Z,09/01/1554,"Bologna, Emilia-Romagna, Papal States",1621-02-09T00:00:00Z,09/02/1621,1623-07-08T00:00:00Z,08/07/1623,67,69,2.4082191780821900,Subject and later the sovereign of the Papal States. Established the Congregation for the Propagation of the Faith (1622). Issued the bull Aeterni Patris (1621) which imposed conclaves to be by secret ballot. Issued the constitution Omnipotentis Dei against magicians and witches (1623).,https://en.wikipedia.org/wiki/Pope_Innocent_X
235,Urban,Urban VIII,Maffeo Barberini,8,Octavus,VRBANVS,NA,1568-04-05T00:00:00Z,05/04/1568,"Florence, Grand Duchy of Tuscany, Holy Roman Empire",1623-08-06T00:00:00Z,06/08/1623,1644-07-29T00:00:00Z,29/07/1644,55,76,20.97814207650270,Born as a subject of the Grand Duchy of Tuscany. Trial against Galileo Galilei. The last pope to expand papal territory by force of arms. Issued a 1624 bill that made the use of tobacco in holy places punishable by excommunication.,https://en.wikipedia.org/wiki/Pope_Alexander_VII
236,Innocent,Innocent X,Giovanni Battista Pamphilj,10,Decimus,INNOCENTIVS,NA,1574-05-06T00:00:00Z,06/05/1574,"Rome, Lazio, Papal States",1644-09-15T00:00:00Z,15/09/1644,1655-01-07T00:00:00Z,07/01/1655,70,80,10.312328767123300,"Motto: Alleviatæ sunt aquæ super terram (""Water on earth"")
Subject and later the sovereign of the Papal States. The great-great-great-grandson of Alexander VI. Erected the Fontana dei Quattro Fiumi in Piazza Navona. Promulgated the apostolic constitution Cum occasione (1653) which condemned five doctrines of Jansenism as heresy.",https://en.wikipedia.org/wiki/Pope_Clement_IX
237,Alexander,Alexander VII,Fabio Chigi,7,Septimus,ALEXANDER,NA,1599-02-13T00:00:00Z,13/02/1599,"Siena, Grand Duchy of Tuscany, Holy Roman Empire",1655-04-07T00:00:00Z,07/04/1655,1667-05-22T00:00:00Z,22/05/1667,56,68,12.12295081967210,Born as a subject of the Grand Duchy of Tuscany. Great-nephew of Paul V. Commissioned St. Peter's Square. Issued the constitution Sollicitudo Omnium Ecclesiarum that set the doctrine of the Immaculate Conception almost identical to that of Pius IX centuries later.,https://en.wikipedia.org/wiki/Pope_Clement_X
238,Clement,Clement IX,Giulio Rospigliosi,9,Nonus,CLEMENS,NA,1600-01-28T00:00:00Z,28/01/1600,"Pistoia, Grand Duchy of Tuscany, Holy Roman Empire",1667-06-20T00:00:00Z,20/06/1667,1669-12-09T00:00:00Z,09/12/1669,67,69,2.4712328767123300,"Motto: Aliis non sibi Clemens (""Clement to others, not to himself"")
Born as a subject of the Grand Duchy of Tuscany. Mediated in the peace of Aachen (1668).",https://en.wikipedia.org/wiki/Pope_Innocent_XI
239,Clement,Clement X,Emilio Bonaventura Altieri,10,Decimus,CLEMENS,NA,1590-07-13T00:00:00Z,13/07/1590,"Rome, Lazio, Papal States",1670-04-29T00:00:00Z,29/04/1670,1676-07-22T00:00:00Z,22/07/1676,79,86,6.23013698630137,"Motto: Bonum auget malum minuit (""He increases good and diminishes evil"")
Subject and later the sovereign of the Papal States. Canonized the first saint from the Americas: St. Rose of Lima (1671). Decorated the bridge of Sant' Angelo with the ten statues of angels and added one of the two fountains that adorn the piazza of St. Peter's. Established regulations for the removal of relics of saints from cemeteries.",https://en.wikipedia.org/wiki/Pope_Alexander_VIII
240,Innocent,Innocent XI,Benedetto Odescalchi,11,Undecimus,INNOCENTIVS,Blessed,1611-05-16T00:00:00Z,16/05/1611,"Como, Lombardy, Duchy of Milan, Holy Roman Empire",1676-09-21T00:00:00Z,21/09/1676,1689-08-12T00:00:00Z,12/08/1689,65,78,12.89041095890410,"Motto: Avarus non Implebitur (""The covetous man is not satisfied"")
Born as a subject of the Duchy of Milan. Condemned the doctrine of mental reservation (1679) and initiated the Holy League. Extended the Holy Name of Mary as a universal feast (1684). Admired for positive contributions to catechesis.",https://en.wikipedia.org/wiki/Pope_Innocent_XII
241,Alexander,Alexander VIII,Pietro Vito Ottoboni,8,Octavus,ALEXANDER,NA,1610-04-22T00:00:00Z,22/04/1610,"Venice, Republic of Venice",1689-10-06T00:00:00Z,06/10/1689,1691-02-01T00:00:00Z,01/02/1691,79,80,1.3232876712328800,Citizen of the Republic of Venice. Condemned the so-called philosophical sin (1690).,https://en.wikipedia.org/wiki/Pope_Clement_XI
242,Innocent,Innocent XII,"Antonio Pignatelli, O.F.S",12,Duodecimus,INNOCENTIVS,NA,1615-03-13T00:00:00Z,13/03/1615,"Spinazzola, Apulia, Kingdom of Naples",1691-07-12T00:00:00Z,12/07/1691,1700-09-27T00:00:00Z,27/09/1700,76,85,9.210958904109590,Born as a subject of the Kingdom of Naples. Issued the bull Romanum decet Pontificem to stop nepotism (1692). Erected various charitable and educational institutions.,https://en.wikipedia.org/wiki/Pope_Innocent_XIII
